# Operational distributed loads, long format (time x station)
# Source     : demo amplitudes scaled in time. Spatial grid aligned with
#              blade_spanwise_distribution.dat (spanwise_pos, radial_pos).
# Convention : SI units (s, m, N, N*m). Per-unit-span quantities use "/m".
# Datum      : section frame; q_y is flapwise, q_z is edgewise, m_x is twist per unit span.
# Layout     : long format. Each row is one (t, z) sample; t advances slowest.
#
# Schema (in column order):
#   t_s            [s]       time
#   spanwise_pos   [m]       spanwise position z
#   radial_pos     [m]       radial position r from rotor centre
#   q_y_Npm        [N/m]     distributed flapwise force per unit span
#   q_z_Npm        [N/m]     distributed edgewise force per unit span
#   m_x_Nmpm       [N*m/m]   distributed twisting moment per unit span
#
# units: s, m, m, N/m, N/m, N*m/m
       t_s   spanwise_pos     radial_pos          q_y_Npm          q_z_Npm         m_x_Nmpm
    39.000       8.470000     9.84500000          -68.561          -90.041           -8.679
    39.000       8.525000     9.90000000          -66.594          -87.622           -8.442
    39.000       8.580000     9.95500000          -64.651          -85.221           -8.205
    39.000       8.635000    10.01000000          -62.734          -82.838           -7.969
    39.000       8.690000    10.06500000          -60.843          -80.476           -7.734
    39.000       8.745000    10.12000000          -58.979          -78.134           -7.499
    39.000       8.800000    10.17500000          -57.145          -75.814           -7.266
    39.000       8.855000    10.23000000          -55.341          -73.518           -7.032
    39.000       8.910000    10.28500000          -53.568          -71.246           -6.800
    39.000       8.965000    10.34000000          -51.830          -68.999           -6.569
    39.000       9.020000    10.39500000          -50.127          -66.781           -6.338
    39.000       9.075000    10.45000000          -48.463          -64.593           -6.109
    39.000       9.130000    10.50500000          -46.840          -62.438           -5.881
    39.000       9.185000    10.56000000          -45.262          -60.318           -5.654
    39.000       9.240000    10.61500000          -43.732          -58.237           -5.428
    39.000       9.295000    10.67000000          -42.256          -56.201           -5.204
    39.000       9.350000    10.72500000          -40.840          -54.216           -4.982
    39.000       9.405000    10.78000000          -39.494          -52.289           -4.762
    39.000       9.460000    10.83500000          -38.230          -50.434           -4.545
    39.000       9.515000    10.89000000          -37.069          -48.671           -4.332
    39.000       9.570000    10.94500000          -36.049          -47.041           -4.124
    39.000       9.625000    11.00000000          -35.310          -45.704           -3.929
    39.500       0.000000     1.37500000         -329.382         -357.538          -41.448
    39.500       0.055000     1.43000000         -327.195         -355.383          -41.220
    39.500       0.110000     1.48500000         -325.011         -353.230          -40.991
    39.500       0.165000     1.54000000         -322.831         -351.079          -40.763
    39.500       0.220000     1.59500000         -320.653         -348.930          -40.535
    39.500       0.275000     1.65000000         -318.479         -346.783          -40.307
    39.500       0.330000     1.70500000         -316.307         -344.638          -40.079
    39.500       0.385000     1.76000000         -314.139         -342.495          -39.851
    39.500       0.440000     1.81500000         -311.975         -340.353          -39.624
    39.500       0.495000     1.87000000         -309.813         -338.214          -39.396
    39.500       0.550000     1.92500000         -307.655         -336.076          -39.168
    39.500       0.605000     1.98000000         -305.500         -333.940          -38.941
    39.500       0.660000     2.03500000         -303.348         -331.807          -38.713
    39.500       0.715000     2.09000000         -301.200         -329.675          -38.486
    39.500       0.770000     2.14500000         -299.055         -327.545          -38.258
    39.500       0.825000     2.20000000         -296.913         -325.418          -38.031
    39.500       0.880000     2.25500000         -294.775         -323.292          -37.804
    39.500       0.935000     2.31000000         -292.639         -321.168          -37.576
    39.500       0.990000     2.36500000         -290.508         -319.046          -37.349
    39.500       1.045000     2.42000000         -288.379         -316.927          -37.122
    39.500       1.100000     2.47500000         -286.255         -314.809          -36.895
    39.500       1.155000     2.53000000         -284.133         -312.693          -36.668
    39.500       1.210000     2.58500000         -282.015         -310.580          -36.442
    39.500       1.265000     2.64000000         -279.901         -308.468          -36.215
    39.500       1.320000     2.69500000         -277.789         -306.359          -35.988
    39.500       1.375000     2.75000000         -275.682         -304.252          -35.762
    39.500       1.430000     2.80500000         -273.578         -302.146          -35.535
    39.500       1.485000     2.86000000         -271.477         -300.043          -35.309
    39.500       1.540000     2.91500000         -269.380         -297.942          -35.082
    39.500       1.595000     2.97000000         -267.287         -295.844          -34.856
    39.500       1.650000     3.02500000         -265.197         -293.747          -34.630
    39.500       1.705000     3.08000000         -263.111         -291.652          -34.404
    39.500       1.760000     3.13500000         -261.028         -289.560          -34.178
    39.500       1.815000     3.19000000         -258.949         -287.470          -33.952
    39.500       1.870000     3.24500000         -256.874         -285.382          -33.726
    39.500       1.925000     3.30000000         -254.802         -283.296          -33.500
    39.500       1.980000     3.35500000         -252.734         -281.213          -33.274
    39.500       2.035000     3.41000000         -250.670         -279.132          -33.049
    39.500       2.090000     3.46500000         -248.609         -277.053          -32.823
    39.500       2.145000     3.52000000         -246.552         -274.976          -32.598
    39.500       2.200000     3.57500000         -244.499         -272.902          -32.372
    39.500       2.255000     3.63000000         -242.450         -270.830          -32.147
    39.500       2.310000     3.68500000         -240.405         -268.760          -31.922
    39.500       2.365000     3.74000000         -238.363         -266.692          -31.696
    39.500       2.420000     3.79500000         -236.326         -264.627          -31.471
    39.500       2.475000     3.85000000         -234.292         -262.565          -31.246
    39.500       2.530000     3.90500000         -232.262         -260.504          -31.022
    39.500       2.585000     3.96000000         -230.236         -258.446          -30.797
    39.500       2.640000     4.01500000         -228.214         -256.391          -30.572
    39.500       2.695000     4.07000000         -226.196         -254.338          -30.347
    39.500       2.750000     4.12500000         -224.182         -252.287          -30.123
    39.500       2.805000     4.18000000         -222.172         -250.239          -29.898
    39.500       2.860000     4.23500000         -220.166         -248.193          -29.674
    39.500       2.915000     4.29000000         -218.164         -246.150          -29.450
    39.500       2.970000     4.34500000         -216.166         -244.109          -29.226
    39.500       3.025000     4.40000000         -214.173         -242.071          -29.002
    39.500       3.080000     4.45500000         -212.183         -240.035          -28.778
    39.500       3.135000     4.51000000         -210.198         -238.002          -28.554
    39.500       3.190000     4.56500000         -208.217         -235.972          -28.330
    39.500       3.245000     4.62000000         -206.240         -233.944          -28.106
    39.500       3.300000     4.67500000         -204.267         -231.918          -27.883
    39.500       3.355000     4.73000000         -202.299         -229.896          -27.659
    39.500       3.410000     4.78500000         -200.335         -227.876          -27.436
    39.500       3.465000     4.84000000         -198.375         -225.858          -27.212
    39.500       3.520000     4.89500000         -196.420         -223.844          -26.989
    39.500       3.575000     4.95000000         -194.469         -221.832          -26.766
    39.500       3.630000     5.00500000         -192.522         -219.823          -26.543
    39.500       3.685000     5.06000000         -190.580         -217.816          -26.320
    39.500       3.740000     5.11500000         -188.643         -215.813          -26.097
    39.500       3.795000     5.17000000         -186.709         -213.812          -25.875
    39.500       3.850000     5.22500000         -184.781         -211.814          -25.652
    39.500       3.905000     5.28000000         -182.857         -209.819          -25.429
    39.500       3.960000     5.33500000         -180.938         -207.827          -25.207
    39.500       4.015000     5.39000000         -179.023         -205.837          -24.985
    39.500       4.070000     5.44500000         -177.113         -203.851          -24.763
    39.500       4.125000     5.50000000         -175.208         -201.868          -24.541
    39.500       4.180000     5.55500000         -173.308         -199.887          -24.319
    39.500       4.235000     5.61000000         -171.412         -197.910          -24.097
    39.500       4.290000     5.66500000         -169.521         -195.935          -23.875
    39.500       4.345000     5.72000000         -167.635         -193.964          -23.653
    39.500       4.400000     5.77500000         -165.754         -191.995          -23.432
    39.500       4.455000     5.83000000         -163.878         -190.030          -23.211
    39.500       4.510000     5.88500000         -162.007         -188.068          -22.989
    39.500       4.565000     5.94000000         -160.141         -186.109          -22.768
    39.500       4.620000     5.99500000         -158.280         -184.153          -22.547
    39.500       4.675000     6.05000000         -156.424         -182.201          -22.326
    39.500       4.730000     6.10500000         -154.573         -180.252          -22.105
    39.500       4.785000     6.16000000         -152.727         -178.306          -21.885
    39.500       4.840000     6.21500000         -150.887         -176.363          -21.664
    39.500       4.895000     6.27000000         -149.052         -174.424          -21.444
    39.500       4.950000     6.32500000         -147.222         -172.488          -21.224
    39.500       5.005000     6.38000000         -145.398         -170.555          -21.003
    39.500       5.060000     6.43500000         -143.579         -168.626          -20.783
    39.500       5.115000     6.49000000         -141.765         -166.700          -20.564
    39.500       5.170000     6.54500000         -139.957         -164.778          -20.344
    39.500       5.225000     6.60000000         -138.155         -162.860          -20.124
    39.500       5.280000     6.65500000         -136.358         -160.945          -19.905
    39.500       5.335000     6.71000000         -134.567         -159.033          -19.685
    39.500       5.390000     6.76500000         -132.781         -157.126          -19.466
    39.500       5.445000     6.82000000         -131.002         -155.222          -19.247
    39.500       5.500000     6.87500000         -129.228         -153.322          -19.028
    39.500       5.555000     6.93000000         -127.460         -151.425          -18.810
    39.500       5.610000     6.98500000         -125.698         -149.533          -18.591
    39.500       5.665000     7.04000000         -123.943         -147.644          -18.372
    39.500       5.720000     7.09500000         -122.193         -145.760          -18.154
    39.500       5.775000     7.15000000         -120.449         -143.879          -17.936
    39.500       5.830000     7.20500000         -118.712         -142.002          -17.718
    39.500       5.885000     7.26000000         -116.981         -140.129          -17.500
    39.500       5.940000     7.31500000         -115.256         -138.261          -17.282
    39.500       5.995000     7.37000000         -113.538         -136.397          -17.065
    39.500       6.050000     7.42500000         -111.826         -134.537          -16.848
    39.500       6.105000     7.48000000         -110.120         -132.681          -16.630
    39.500       6.160000     7.53500000         -108.422         -130.829          -16.413
    39.500       6.215000     7.59000000         -106.730         -128.982          -16.197
    39.500       6.270000     7.64500000         -105.045         -127.140          -15.980
    39.500       6.325000     7.70000000         -103.367         -125.302          -15.763
    39.500       6.380000     7.75500000         -101.695         -123.468          -15.547
    39.500       6.435000     7.81000000         -100.031         -121.639          -15.331
    39.500       6.490000     7.86500000          -98.374         -119.815          -15.115
    39.500       6.545000     7.92000000          -96.725         -117.996          -14.899
    39.500       6.600000     7.97500000          -95.082         -116.181          -14.684
    39.500       6.655000     8.03000000          -93.447         -114.372          -14.468
    39.500       6.710000     8.08500000          -91.820         -112.567          -14.253
    39.500       6.765000     8.14000000          -90.200         -110.768          -14.038
    39.500       6.820000     8.19500000          -88.588         -108.974          -13.823
    39.500       6.875000     8.25000000          -86.984         -107.185          -13.609
    39.500       6.930000     8.30500000          -85.388         -105.401          -13.395
    39.500       6.985000     8.36000000          -83.800         -103.623          -13.180
    39.500       7.040000     8.41500000          -82.220         -101.851          -12.967
    39.500       7.095000     8.47000000          -80.649         -100.084          -12.753
    39.500       7.150000     8.52500000          -79.086          -98.323          -12.539
    39.500       7.205000     8.58000000          -77.532          -96.567          -12.326
    39.500       7.260000     8.63500000          -75.987          -94.818          -12.113
    39.500       7.315000     8.69000000          -74.450          -93.075          -11.901
    39.500       7.370000     8.74500000          -72.923          -91.338          -11.688
    39.500       7.425000     8.80000000          -71.405          -89.607          -11.476
    39.500       7.480000     8.85500000          -69.897          -87.883          -11.264
    39.500       7.535000     8.91000000          -68.398          -86.165          -11.052
    39.500       7.590000     8.96500000          -66.909          -84.454          -10.841
    39.500       7.645000     9.02000000          -65.430          -82.751          -10.630
    39.500       7.700000     9.07500000          -63.961          -81.054          -10.419
    39.500       7.755000     9.13000000          -62.503          -79.364          -10.209
    39.500       7.810000     9.18500000          -61.055          -77.682           -9.998
    39.500       7.865000     9.24000000          -59.618          -76.008           -9.788
    39.500       7.920000     9.29500000          -58.193          -74.341           -9.579
    39.500       7.975000     9.35000000          -56.779          -72.682           -9.370
    39.500       8.030000     9.40500000          -55.376          -71.032           -9.161
    39.500       8.085000     9.46000000          -53.986          -69.390           -8.952
    39.500       8.140000     9.51500000          -52.608          -67.757           -8.744
    39.500       8.195000     9.57000000          -51.243          -66.133           -8.537
    39.500       8.250000     9.62500000          -49.890          -64.519           -8.329
    39.500       8.305000     9.68000000          -48.552          -62.914           -8.122
    39.500       8.360000     9.73500000          -47.227          -61.319           -7.916
    39.500       8.415000     9.79000000          -45.916          -59.734           -7.710
    39.500       8.470000     9.84500000          -44.621          -58.160           -7.504
    39.500       8.525000     9.90000000          -43.340          -56.598           -7.299
    39.500       8.580000     9.95500000          -42.076          -55.047           -7.094
    39.500       8.635000    10.01000000          -40.828          -53.508           -6.890
    39.500       8.690000    10.06500000          -39.597          -51.982           -6.687
    39.500       8.745000    10.12000000          -38.385          -50.469           -6.484
    39.500       8.800000    10.17500000          -37.191          -48.971           -6.282
    39.500       8.855000    10.23000000          -36.016          -47.487           -6.080
    39.500       8.910000    10.28500000          -34.863          -46.020           -5.879
    39.500       8.965000    10.34000000          -33.732          -44.569           -5.679
    39.500       9.020000    10.39500000          -32.624          -43.136           -5.480
    39.500       9.075000    10.45000000          -31.541          -41.723           -5.282
    39.500       9.130000    10.50500000          -30.484          -40.330           -5.084
    39.500       9.185000    10.56000000          -29.457          -38.961           -4.888
    39.500       9.240000    10.61500000          -28.461          -37.617           -4.693
    39.500       9.295000    10.67000000          -27.501          -36.302           -4.499
    39.500       9.350000    10.72500000          -26.579          -35.020           -4.307
    39.500       9.405000    10.78000000          -25.703          -33.775           -4.117
    39.500       9.460000    10.83500000          -24.881          -32.577           -3.930
    39.500       9.515000    10.89000000          -24.125          -31.438           -3.745
    39.500       9.570000    10.94500000          -23.462          -30.385           -3.565
    39.500       9.625000    11.00000000          -22.980          -29.521           -3.397
    40.000       0.000000     1.37500000         -276.381          -30.705          -63.517
    40.000       0.055000     1.43000000         -274.546          -30.520          -63.167
    40.000       0.110000     1.48500000         -272.714          -30.336          -62.817
    40.000       0.165000     1.54000000         -270.884          -30.151          -62.468
    40.000       0.220000     1.59500000         -269.057          -29.966          -62.118
    40.000       0.275000     1.65000000         -267.232          -29.782          -61.769
    40.000       0.330000     1.70500000         -265.410          -29.598          -61.419
    40.000       0.385000     1.76000000         -263.591          -29.414          -61.070
    40.000       0.440000     1.81500000         -261.775          -29.230          -60.721
    40.000       0.495000     1.87000000         -259.961          -29.046          -60.372
    40.000       0.550000     1.92500000         -258.150          -28.862          -60.023
    40.000       0.605000     1.98000000         -256.342          -28.679          -59.674
    40.000       0.660000     2.03500000         -254.537          -28.496          -59.326
    40.000       0.715000     2.09000000         -252.734          -28.313          -58.977
    40.000       0.770000     2.14500000         -250.934          -28.130          -58.629
    40.000       0.825000     2.20000000         -249.137          -27.947          -58.280
    40.000       0.880000     2.25500000         -247.342          -27.764          -57.932
    40.000       0.935000     2.31000000         -245.551          -27.582          -57.584
    40.000       0.990000     2.36500000         -243.762          -27.400          -57.236
    40.000       1.045000     2.42000000         -241.976          -27.218          -56.888
    40.000       1.100000     2.47500000         -240.193          -27.036          -56.540
    40.000       1.155000     2.53000000         -238.413          -26.854          -56.192
    40.000       1.210000     2.58500000         -236.636          -26.673          -55.845
    40.000       1.265000     2.64000000         -234.862          -26.491          -55.497
    40.000       1.320000     2.69500000         -233.090          -26.310          -55.150
    40.000       1.375000     2.75000000         -231.322          -26.129          -54.803
    40.000       1.430000     2.80500000         -229.556          -25.948          -54.456
    40.000       1.485000     2.86000000         -227.794          -25.768          -54.109
    40.000       1.540000     2.91500000         -226.034          -25.587          -53.762
    40.000       1.595000     2.97000000         -224.278          -25.407          -53.415
    40.000       1.650000     3.02500000         -222.524          -25.227          -53.068
    40.000       1.705000     3.08000000         -220.774          -25.047          -52.722
    40.000       1.760000     3.13500000         -219.026          -24.868          -52.376
    40.000       1.815000     3.19000000         -217.282          -24.688          -52.029
    40.000       1.870000     3.24500000         -215.540          -24.509          -51.683
    40.000       1.925000     3.30000000         -213.802          -24.330          -51.337
    40.000       1.980000     3.35500000         -212.067          -24.151          -50.991
    40.000       2.035000     3.41000000         -210.334          -23.972          -50.645
    40.000       2.090000     3.46500000         -208.605          -23.793          -50.300
    40.000       2.145000     3.52000000         -206.880          -23.615          -49.954
    40.000       2.200000     3.57500000         -205.157          -23.437          -49.609
    40.000       2.255000     3.63000000         -203.438          -23.259          -49.263
    40.000       2.310000     3.68500000         -201.721          -23.081          -48.918
    40.000       2.365000     3.74000000         -200.008          -22.904          -48.573
    40.000       2.420000     3.79500000         -198.298          -22.726          -48.228
    40.000       2.475000     3.85000000         -196.592          -22.549          -47.884
    40.000       2.530000     3.90500000         -194.889          -22.372          -47.539
    40.000       2.585000     3.96000000         -193.189          -22.195          -47.194
    40.000       2.640000     4.01500000         -191.492          -22.019          -46.850
    40.000       2.695000     4.07000000         -189.799          -21.843          -46.506
    40.000       2.750000     4.12500000         -188.109          -21.667          -46.162
    40.000       2.805000     4.18000000         -186.422          -21.491          -45.818
    40.000       2.860000     4.23500000         -184.739          -21.315          -45.474
    40.000       2.915000     4.29000000         -183.059          -21.139          -45.130
    40.000       2.970000     4.34500000         -181.383          -20.964          -44.787
    40.000       3.025000     4.40000000         -179.710          -20.789          -44.443
    40.000       3.080000     4.45500000         -178.041          -20.614          -44.100
    40.000       3.135000     4.51000000         -176.375          -20.440          -43.757
    40.000       3.190000     4.56500000         -174.713          -20.265          -43.414
    40.000       3.245000     4.62000000         -173.054          -20.091          -43.071
    40.000       3.300000     4.67500000         -171.398          -19.917          -42.729
    40.000       3.355000     4.73000000         -169.747          -19.744          -42.386
    40.000       3.410000     4.78500000         -168.099          -19.570          -42.044
    40.000       3.465000     4.84000000         -166.454          -19.397          -41.701
    40.000       3.520000     4.89500000         -164.814          -19.224          -41.359
    40.000       3.575000     4.95000000         -163.177          -19.051          -41.017
    40.000       3.630000     5.00500000         -161.543          -18.878          -40.676
    40.000       3.685000     5.06000000         -159.914          -18.706          -40.334
    40.000       3.740000     5.11500000         -158.288          -18.534          -39.993
    40.000       3.795000     5.17000000         -156.666          -18.362          -39.651
    40.000       3.850000     5.22500000         -155.048          -18.191          -39.310
    40.000       3.905000     5.28000000         -153.434          -18.019          -38.969
    40.000       3.960000     5.33500000         -151.823          -17.848          -38.628
    40.000       4.015000     5.39000000         -150.217          -17.677          -38.288
    40.000       4.070000     5.44500000         -148.614          -17.507          -37.947
    40.000       4.125000     5.50000000         -147.015          -17.336          -37.607
    40.000       4.180000     5.55500000         -145.421          -17.166          -37.267
    40.000       4.235000     5.61000000         -143.830          -16.997          -36.927
    40.000       4.290000     5.66500000         -142.243          -16.827          -36.587
    40.000       4.345000     5.72000000         -140.661          -16.658          -36.248
    40.000       4.400000     5.77500000         -139.083          -16.489          -35.908
    40.000       4.455000     5.83000000         -137.508          -16.320          -35.569
    40.000       4.510000     5.88500000         -135.938          -16.151          -35.230
    40.000       4.565000     5.94000000         -134.372          -15.983          -34.891
    40.000       4.620000     5.99500000         -132.811          -15.815          -34.552
    40.000       4.675000     6.05000000         -131.254          -15.647          -34.214
    40.000       4.730000     6.10500000         -129.701          -15.480          -33.875
    40.000       4.785000     6.16000000         -128.152          -15.313          -33.537
    40.000       4.840000     6.21500000         -126.608          -15.146          -33.199
    40.000       4.895000     6.27000000         -125.068          -14.980          -32.862
    40.000       4.950000     6.32500000         -123.533          -14.813          -32.524
    40.000       5.005000     6.38000000         -122.002          -14.647          -32.187
    40.000       5.060000     6.43500000         -120.475          -14.482          -31.850
    40.000       5.115000     6.49000000         -118.954          -14.316          -31.513
    40.000       5.170000     6.54500000         -117.437          -14.151          -31.176
    40.000       5.225000     6.60000000         -115.924          -13.986          -30.839
    40.000       5.280000     6.65500000         -114.417          -13.822          -30.503
    40.000       5.335000     6.71000000         -112.914          -13.658          -30.167
    40.000       5.390000     6.76500000         -111.416          -13.494          -29.831
    40.000       5.445000     6.82000000         -109.922          -13.331          -29.495
    40.000       5.500000     6.87500000         -108.434          -13.167          -29.160
    40.000       5.555000     6.93000000         -106.951          -13.004          -28.825
    40.000       5.610000     6.98500000         -105.472          -12.842          -28.490
    40.000       5.665000     7.04000000         -103.999          -12.680          -28.155
    40.000       5.720000     7.09500000         -102.531          -12.518          -27.820
    40.000       5.775000     7.15000000         -101.068          -12.356          -27.486
    40.000       5.830000     7.20500000          -99.610          -12.195          -27.152
    40.000       5.885000     7.26000000          -98.157          -12.034          -26.818
    40.000       5.940000     7.31500000          -96.710          -11.874          -26.484
    40.000       5.995000     7.37000000          -95.268          -11.714          -26.151
    40.000       6.050000     7.42500000          -93.832          -11.554          -25.818
    40.000       6.105000     7.48000000          -92.401          -11.395          -25.485
    40.000       6.160000     7.53500000          -90.976          -11.236          -25.153
    40.000       6.215000     7.59000000          -89.556          -11.077          -24.820
    40.000       6.270000     7.64500000          -88.142          -10.919          -24.488
    40.000       6.325000     7.70000000          -86.734          -10.761          -24.157
    40.000       6.380000     7.75500000          -85.332          -10.603          -23.825
    40.000       6.435000     7.81000000          -83.935          -10.446          -23.494
    40.000       6.490000     7.86500000          -82.545          -10.290          -23.163
    40.000       6.545000     7.92000000          -81.161          -10.134          -22.832
    40.000       6.600000     7.97500000          -79.783           -9.978          -22.502
    40.000       6.655000     8.03000000          -78.411           -9.822          -22.172
    40.000       6.710000     8.08500000          -77.045           -9.667          -21.842
    40.000       6.765000     8.14000000          -75.686           -9.513          -21.513
    40.000       6.820000     8.19500000          -74.333           -9.359          -21.184
    40.000       6.875000     8.25000000          -72.987           -9.205          -20.855
    40.000       6.930000     8.30500000          -71.648           -9.052          -20.526
    40.000       6.985000     8.36000000          -70.316           -8.899          -20.198
    40.000       7.040000     8.41500000          -68.990           -8.747          -19.870
    40.000       7.095000     8.47000000          -67.672           -8.595          -19.543
    40.000       7.150000     8.52500000          -66.360           -8.444          -19.216
    40.000       7.205000     8.58000000          -65.056           -8.293          -18.889
    40.000       7.260000     8.63500000          -63.760           -8.143          -18.563
    40.000       7.315000     8.69000000          -62.471           -7.993          -18.237
    40.000       7.370000     8.74500000          -61.189           -7.844          -17.911
    40.000       7.425000     8.80000000          -59.915           -7.695          -17.586
    40.000       7.480000     8.85500000          -58.650           -7.547          -17.261
    40.000       7.535000     8.91000000          -57.392           -7.400          -16.937
    40.000       7.590000     8.96500000          -56.142           -7.253          -16.613
    40.000       7.645000     9.02000000          -54.901           -7.107          -16.290
    40.000       7.700000     9.07500000          -53.669           -6.961          -15.967
    40.000       7.755000     9.13000000          -52.445           -6.816          -15.644
    40.000       7.810000     9.18500000          -51.231           -6.671          -15.322
    40.000       7.865000     9.24000000          -50.025           -6.528          -15.000
    40.000       7.920000     9.29500000          -48.829           -6.384          -14.679
    40.000       7.975000     9.35000000          -47.642           -6.242          -14.359
    40.000       8.030000     9.40500000          -46.466           -6.100          -14.039
    40.000       8.085000     9.46000000          -45.299           -5.959          -13.719
    40.000       8.140000     9.51500000          -44.143           -5.819          -13.400
    40.000       8.195000     9.57000000          -42.997           -5.680          -13.082
    40.000       8.250000     9.62500000          -41.863           -5.541          -12.764
    40.000       8.305000     9.68000000          -40.739           -5.403          -12.447
    40.000       8.360000     9.73500000          -39.628           -5.266          -12.130
    40.000       8.415000     9.79000000          -38.528           -5.130          -11.815
    40.000       8.470000     9.84500000          -37.441           -4.995          -11.500
    40.000       8.525000     9.90000000          -36.366           -4.861          -11.185
    40.000       8.580000     9.95500000          -35.305           -4.727          -10.872
    40.000       8.635000    10.01000000          -34.258           -4.595          -10.559
    40.000       8.690000    10.06500000          -33.226           -4.464          -10.247
    40.000       8.745000    10.12000000          -32.208           -4.334           -9.937
    40.000       8.800000    10.17500000          -31.206           -4.206           -9.627
    40.000       8.855000    10.23000000          -30.221           -4.078           -9.318
    40.000       8.910000    10.28500000          -29.253           -3.952           -9.010
    40.000       8.965000    10.34000000          -28.304           -3.828           -8.703
    40.000       9.020000    10.39500000          -27.374           -3.705           -8.398
    40.000       9.075000    10.45000000          -26.465           -3.583           -8.094
    40.000       9.130000    10.50500000          -25.579           -3.464           -7.792
    40.000       9.185000    10.56000000          -24.717           -3.346           -7.491
    40.000       9.240000    10.61500000          -23.882           -3.231           -7.192
    40.000       9.295000    10.67000000          -23.075           -3.118           -6.895
    40.000       9.350000    10.72500000          -22.302           -3.007           -6.601
    40.000       9.405000    10.78000000          -21.567           -2.901           -6.310
    40.000       9.460000    10.83500000          -20.877           -2.798           -6.022
    40.000       9.515000    10.89000000          -20.243           -2.700           -5.739
    40.000       9.570000    10.94500000          -19.686           -2.609           -5.464
    40.000       9.625000    11.00000000          -19.282           -2.535           -5.206
    40.500       0.000000     1.37500000         -136.381          276.971          -64.468
    40.500       0.055000     1.43000000         -135.475          275.301          -64.113
    40.500       0.110000     1.48500000         -134.571          273.634          -63.758
    40.500       0.165000     1.54000000         -133.668          271.968          -63.403
    40.500       0.220000     1.59500000         -132.767          270.303          -63.048
    40.500       0.275000     1.65000000         -131.866          268.640          -62.693
    40.500       0.330000     1.70500000         -130.967          266.978          -62.339
    40.500       0.385000     1.76000000         -130.070          265.317          -61.985
    40.500       0.440000     1.81500000         -129.173          263.658          -61.630
    40.500       0.495000     1.87000000         -128.278          262.001          -61.276
    40.500       0.550000     1.92500000         -127.385          260.345          -60.922
    40.500       0.605000     1.98000000         -126.493          258.691          -60.568
    40.500       0.660000     2.03500000         -125.602          257.038          -60.214
    40.500       0.715000     2.09000000         -124.712          255.387          -59.860
    40.500       0.770000     2.14500000         -123.824          253.737          -59.507
    40.500       0.825000     2.20000000         -122.937          252.088          -59.153
    40.500       0.880000     2.25500000         -122.052          250.442          -58.799
    40.500       0.935000     2.31000000         -121.168          248.797          -58.446
    40.500       0.990000     2.36500000         -120.285          247.153          -58.093
    40.500       1.045000     2.42000000         -119.404          245.511          -57.740
    40.500       1.100000     2.47500000         -118.524          243.870          -57.387
    40.500       1.155000     2.53000000         -117.646          242.232          -57.034
    40.500       1.210000     2.58500000         -116.769          240.594          -56.681
    40.500       1.265000     2.64000000         -115.893          238.959          -56.328
    40.500       1.320000     2.69500000         -115.019          237.324          -55.976
    40.500       1.375000     2.75000000         -114.146          235.692          -55.623
    40.500       1.430000     2.80500000         -113.275          234.061          -55.271
    40.500       1.485000     2.86000000         -112.405          232.432          -54.919
    40.500       1.540000     2.91500000         -111.537          230.804          -54.567
    40.500       1.595000     2.97000000         -110.670          229.179          -54.215
    40.500       1.650000     3.02500000         -109.805          227.554          -53.863
    40.500       1.705000     3.08000000         -108.941          225.932          -53.511
    40.500       1.760000     3.13500000         -108.079          224.311          -53.160
    40.500       1.815000     3.19000000         -107.218          222.692          -52.808
    40.500       1.870000     3.24500000         -106.359          221.074          -52.457
    40.500       1.925000     3.30000000         -105.501          219.459          -52.106
    40.500       1.980000     3.35500000         -104.645          217.845          -51.755
    40.500       2.035000     3.41000000         -103.790          216.233          -51.404
    40.500       2.090000     3.46500000         -102.937          214.622          -51.053
    40.500       2.145000     3.52000000         -102.085          213.013          -50.702
    40.500       2.200000     3.57500000         -101.235          211.406          -50.351
    40.500       2.255000     3.63000000         -100.387          209.801          -50.001
    40.500       2.310000     3.68500000          -99.540          208.198          -49.651
    40.500       2.365000     3.74000000          -98.695          206.596          -49.300
    40.500       2.420000     3.79500000          -97.851          204.997          -48.950
    40.500       2.475000     3.85000000          -97.009          203.399          -48.601
    40.500       2.530000     3.90500000          -96.168          201.803          -48.251
    40.500       2.585000     3.96000000          -95.329          200.208          -47.901
    40.500       2.640000     4.01500000          -94.492          198.616          -47.552
    40.500       2.695000     4.07000000          -93.657          197.026          -47.202
    40.500       2.750000     4.12500000          -92.823          195.437          -46.853
    40.500       2.805000     4.18000000          -91.990          193.850          -46.504
    40.500       2.860000     4.23500000          -91.160          192.266          -46.155
    40.500       2.915000     4.29000000          -90.331          190.683          -45.806
    40.500       2.970000     4.34500000          -89.504          189.102          -45.457
    40.500       3.025000     4.40000000          -88.678          187.523          -45.109
    40.500       3.080000     4.45500000          -87.855          185.946          -44.760
    40.500       3.135000     4.51000000          -87.033          184.371          -44.412
    40.500       3.190000     4.56500000          -86.212          182.798          -44.064
    40.500       3.245000     4.62000000          -85.394          181.227          -43.716
    40.500       3.300000     4.67500000          -84.577          179.658          -43.368
    40.500       3.355000     4.73000000          -83.762          178.091          -43.021
    40.500       3.410000     4.78500000          -82.949          176.527          -42.673
    40.500       3.465000     4.84000000          -82.137          174.964          -42.326
    40.500       3.520000     4.89500000          -81.328          173.403          -41.979
    40.500       3.575000     4.95000000          -80.520          171.845          -41.632
